RXN66-478	1.1.1.1
POLYVINYL-ALCOHOL-OXIDASE-RXN	1.1.3.30
RXN-15844	2.1.1.311
RXN-17959	4.7.1.1
RXN0-6510	5.3.3.18
MANNPGUANYLTRANGDP-RXN	2.7.7.22
RXN-11063	4.4.1.11
2.8.2.29-RXN	2.8.2.29
RXN-12279	3.2.1.2
RXN-8641	1.1.1.77
RXN-12829	4.2.3.91
RXN-16573	2.4.99.21
RXN-12902	2.1.1.21
RXN-16746	1.1.3.48
RXN-13444	4.2.1.134
RXN-17741	3.1.4.39
DIMETHYLMALEATE-HYDRATASE-RXN	4.2.1.85
RXN-11468	2.3.1.74
RXN-16777	2.4.2.51
R541-RXN	1.14.15.1
RXN-10450	1.14.13.228
TRYPTOPHAN--TRNA-LIGASE-RXN	6.1.1.2
RXN-18561	1.1.1.412
1.3.7.4-RXN	1.3.7.4
RXN-21394	1.3.5.1
RXN-9490	1.1.1.353
RXN-16020	1.1.1.330
ACETOLACTATE-DECARBOXYLASE-RXN	4.1.1.5
GART-RXN	2.1.2.2
R321-RXN	1.14.13.83
RXN-11023	2.5.1.86
RXN-15316	3.1.21.8
RXN-18923	3.2.1.113
XANPRIBOSYLTRAN-RXN	2.4.2.22
RXN-20506	3.5.1.60
COA-DISULFIDE-REDUCTASE-NADH-RXN	1.8.1.14
RXN-14533	5.4.99.59
RXN-21635	1.1.1.100
ISOHEXENYLGLUTACONYL-COA-HYDRATASE-RXN	4.2.1.57
RXN-7866	1.21.3.8
2-METHYLCITRATE-DEHYDRATASE-RXN	4.2.1.79
RXN-17339	1.14.12.18
ARACHIDONATE--COA-LIGASE-RXN	6.2.1.15
3.2.1.73-RXN	3.2.1.73
ADDALT-RXN	3.5.4.4
RXN1G-94	2.3.1.294
3.4.21.72-RXN	3.4.21.72
PYRANOSE-OXIDASE-RXN	1.1.3.10
RXN0-7238	6.2.1.3
RXN-13171	3.7.1.8
OROTPDECARB-RXN	4.1.1.23
RXN-18243	2.4.1.40
RXN-17847	2.3.2.6
RXN-16760	2.4.99.21
GPH-RXN	3.1.3.18
PRAISOM-RXN	5.3.1.24
RXN-15824	1.1.1.144
FORMYLTHFDEFORMYL-RXN	3.5.1.10
RXN-17760	2.1.1.258
ADENPHOSPHOR-RXN	2.4.2.1
RXN-20346	4.2.1.134
RXN-10086	2.3.1.174
RXN3O-54	2.1.1.201
RXN-21689	1.3.1.10
3-OXOLAURATE-DECARBOXYLASE-RXN	4.1.1.56
RXN-11320	1.14.11.29
MANNITOL-2-DEHYDROGENASE-NADP+-RXN	1.1.1.138
LCARNCOALIG-RXN	6.2.1.48
RXN1F-147	5.5.1.18
RXN-12726	2.5.1.47
4.1.1.81-RXN	4.1.1.81
RXN-15155	2.7.1.202
RXN-17852	2.3.1.254
RXN0-3364	3.4.23.51
RXN-5107	4.2.3.120
2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN	3.1.3.63
RXN-14939	3.3.2.13
RXN-11049	3.2.2.29
TRANS-RXN0-504	7.5.2.1
RXN-12954	2.3.1.224
GLUTCYSLIG-RXN	6.3.2.2
SULFOCYS-RXN	2.5.1.144
RXN-16950	1.14.13.24
MOXXANAU-RXN	1.1.2.7
RXN-14921	5.5.1.24
RXN-13158	1.1.1.85
RXN-17398	6.2.1.7
RXN-9857	3.1.1.45
RXN-13806	2.1.1.122
THYMINE-DIOXYGENASE-RXN	1.14.11.6
RXN-16955	1.2.1.7
RXN-8156	1.8.2.3
O-PYROCATECHUATE-DECARBOXYLASE-RXN	4.1.1.46
RXN-14208	3.6.1.5
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	4.1.99.3
2.3.1.89-RXN	2.3.1.89
RXN-16550	1.2.1.84
RXN-8185	1.14.99.63
R345-RXN	6.3.5.10
RXN-11776	3.6.1.68
RXN-12690	1.3.99.4
RXN-18545	6.2.1.59
1.1.1.13-RXN	1.1.1.13
RXN-11790	2.4.1.264
RXN-9851	2.3.1.65
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	4.2.1.55
RXN-8497	1.13.11.58
3.2.1.158-RXN	3.2.1.158
RXN-8294	1.14.19.23
1.1.1.191-RXN	1.1.1.191
1.14.13.96-RXN	1.14.14.139
RXN-19697	2.4.1.363
RXN-11432	3.4.19.16
RXN-11819	1.11.2.3
RXN0-6527	4.6.1.21
RXN-18368	2.3.1.7
RXN-8700	2.1.1.291
FAD-PYROPHOSPHATASE-RXN	3.6.1.18
RXN-87	2.3.1.95
KETOISOCAPROATE-RXN	1.2.4.4
RXN-16067	2.3.1.51
PYFLAVOXRE-RXN	1.2.7.1
3.4.23.5-RXN	3.4.23.5
RXN-13776	5.1.3.25
2.4.1.234-RXN	2.4.1.234
RXN-15426	2.8.2.37
3.4.24.16-RXN	3.4.24.16
RXN-11570	3.1.6.14
RXN-10944	3.1.3.62
RXN-20600	2.1.1.369
RXN-18483	1.14.14.48
RXN-20222	2.3.1.26
RXN-8297	1.14.19.35
RXN-18547	6.2.1.59
RXN-11	2.3.1.216
RXN-20214	2.8.2.15
RXN0-5107	3.6.1.9
RXN-21617	2.3.1.179
RXN-14245	1.5.1.34
RXN-7706	1.1.1.1
GLYCINE-N-METHYLTRANSFERASE-RXN	2.1.1.20
RXN-12391	2.4.1.25
RXN-12747	1.1.1.145
SYDDEHYD-RXN	1.2.1.62
RXN-17809	4.6.1.17
RXNMETA-12666	1.14.15.11
RXN-9242	2.1.1.201
RXN-12702	6.2.1.42
3.4.21.66-RXN	3.4.21.66
DEOXYGUANPHOSPHOR-RXN	2.4.2.1
RXN-17723	1.3.1.112
RXN-9068	2.4.1.10
RXN-4286	5.3.3.5
RXN-11784	1.4.3.13
ENOYL-ACP-REDUCT-NADH-RXN	1.3.1.9
UREA-CARBOXYLASE-RXN	6.3.4.6
RXN-12402	3.2.1.177
RXN-13009	4.2.1.59
RXN66-479	1.2.1.3
RXN-7461	2.5.1.52
PROTOPORGENOXI-RXN	1.3.3.4
RXN-16953	1.1.1.90
RXN-19147	3.4.19.6
GDP-MANNOSE-6-DEHYDROGENASE-RXN	1.1.1.132
4.2.3.19-RXN	4.2.3.19
RXN-19910	2.1.1.49
RXN-17098	4.1.2.58
4.1.3.17-RXN	4.1.3.17
ACYLPYRUVATE-HYDROLASE-RXN	3.7.1.5
R5-RXN	1.3.1.57
RXN-20770	2.3.1.86
RXN-17337	2.7.1.212
RXN-17722	1.3.1.112
RXN-15843	2.1.1.310
RXN-16219	1.11.2.3
RXN-9952	1.1.1.44
2.3.1.158-RXN	2.3.1.158
RXN-18984	4.2.3.193
RXN-14912	3.1.1.26
3.1.21.5-RXN	3.1.21.5
1.1.3.38-RXN	1.1.3.38
LYSINE-RACEMASE-RXN	5.1.1.5
PSERPHOSPHA-RXN	3.1.3.3
TRANS-RXN-238	7.3.2.2
RXN-14692	1.6.3.4
RXN-16009	3.1.3.97
1.1.1.263-RXN	1.1.1.263
RXN-13435	3.1.2.2
2.7.7.40-RXN	2.7.7.40
3.4.21.59-RXN	3.4.21.59
3.4.22.10-RXN	3.4.22.10
RXN-11879	2.7.8.34
2.6.1.50-RXN	2.6.1.50
RXN-12588	2.8.1.7
4.99.1.3-RXN	4.99.1.3
RXN-7948	3.1.3.75
3.6.1.52-RXN	3.6.1.52
RIBONUCLEOSIDE-TRIP-REDUCT-RXN	1.1.98.6
RXN-21722	2.3.1.86
RXN-8214	1.14.15.24
RXN-21566	2.8.1.7
RXN-12088	3.2.1.22
RXN-10745	1.6.3.1
RXN-14572	5.1.3.26
METHYLGLUTACONYL-COA-HYDRATASE-RXN	4.2.1.18
RXN-14053	1.14.15.16
RXN-14975	1.14.14.120
DTDPKIN-RXN	2.7.4.6
2.4.1.83-RXN	2.4.1.83
RXN-13186	1.14.11.27
6.2.1.34-RXN	6.2.1.34
RXN-19239	4.1.99.13
RXN-21784	1.1.1.35
RXN1G-469	1.1.1.100
CARBODEHYDRAT-RXN	4.2.1.1
ACETYLCHOLINESTERASE-RXN	3.1.1.7
BETA-ALANYL-COA-AMMONIA-LYASE-RXN	4.3.1.6
RXN-21656	4.2.1.59
RXN-17184	2.3.1.111
RXN-13394	1.2.1.67
RXN-15682	3.4.13.19
3.4.24.65-RXN	3.4.24.65
RXN-2882	4.2.1.147
ABEQUOSYLTRANSFERASE-RXN	2.4.1.60
RXN0-5256	1.12.5.1
R123-RXN	3.5.4.42
RXN-19960	6.2.1.3
RXN-11554	3.2.1.166
RXN-19729	3.1.1.96
RXN-13574	3.2.1.184
2.4.1.208-RXN	2.4.1.208
RXN-13693	3.2.1.149
3.1.2.23-RXN	3.1.2.23
RXN-20713	6.3.2.34
RXN-12727	5.4.99.45
RXN-19766	3.2.1.145
RXN-18051	2.3.1.111
RXN-10942	3.1.3.62
1.6.5.7-RXN	1.6.5.7
STYRENE-OXIDE-ISOMERASE-RXN	5.3.99.7
TRANS-RXN-165	2.7.1.191
RXN-21136	1.1.1.188
3.1.4.10-RXN	4.6.1.13
2.4.1.88-RXN	2.4.1.88
GLUTATHIONE-SYN-RXN	6.3.2.3
RXN-13275	2.4.1.291
RXN-12222	1.14.13.130
RXN-9789	2.7.7.73
RXN-19789	1.14.14.151
3.2.1.32-RXN	3.2.1.32
3.4.23.39-RXN	3.4.23.39
RXN-20553	3.1.4.54
GLUCOSIDE-3-DEHYDROGENASE-RXN	1.1.99.13
GLYCEROL-1-PHOSPHATASE-RXN	3.1.3.21
RXN-11221	2.3.1.218
TYROSINE-PHENOL-LYASE-RXN	4.1.99.2
RXN-19707	3.1.3.106
RXN0-5461	2.7.1.189
RXN-14453	2.1.1.277
RXN-12738	1.14.15.30
RXN-1484	1.17.1.3
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN	1.2.7.12
RXN-10724	1.14.14.8
RXN0-6734	4.7.1.1
RXN-16055	4.2.1.131
RXN-12963	1.14.11.62
1.14.99.38-RXN	1.14.99.38
RXN-11196	1.4.5.1
RXN-7572	1.1.1.27
RXN-8743	3.1.8.1
RXN-15056	4.2.1.154
RXN-14935	2.8.3.20
ASPARAGINE--TRNA-LIGASE-RXN	6.1.1.22
RXN-11472	1.1.1.391
DEHYDROGLUCONATE-DEHYDROGENASE-RXN	1.1.99.4
RXN-14458	2.6.99.3
RXN-14933	2.8.3.22
RXN-15543	1.3.1.107
RXN-16635	2.4.1.184
RXN-17318	2.3.1.288
RXN-14994	1.1.1.367
RXN-11836	5.4.99.22
3.2.1.141-RXN	3.2.1.141
RXN-10635	4.2.3.85
RXN-14942	4.2.1.152
RXN-8805	4.4.1.23
RXN-18566	2.3.3.20
HOMOCYSTEINE-DESULFHYDRASE-RXN	4.4.1.2
CARNITINE-O-ACETYLTRANSFERASE-RXN	2.3.1.7
RXN-9280	2.1.1.114
5.1.3.17-RXN	5.1.3.17
RXN-14863	3.1.1.95
RXN-15211	2.7.8.27
RXN-5464	2.4.1.131
RXN-17801	7.1.1.3
RXN-10035	3.5.4.31
RXN-17136	1.11.1.14
RXN-7772	5.1.3.18
RXN-20481	2.3.1.39
RXN-9887	3.1.1.45
VALINE-PYRUVATE-AMINOTRANSFER-RXN	2.6.1.66
RXN-10066	6.3.4.23
RXN-17186	2.3.1.252
4-NITROPHENYLPHOSPHATASE-RXN	3.1.3.41
RXN-17878	3.4.11.18
RXN-15421	2.5.1.123
VALINE-DEHYDROGENASE-NADP+-RXN	1.4.1.8
RXN-21640	1.3.1.10
RXN-21701	2.3.1.179
RXN0-5146	3.2.1.196
RXN-11575	4.2.3.49
BETA-LYSINE-56-AMINOMUTASE-RXN	5.4.3.3
RXN-14249	1.1.1.103
RXN-18271	2.4.1.92
RXN-8630	1.14.14.1
RXN-11451	1.1.99.37
RXN0-5055	2.1.3.15
RXN-13811	3.1.1.105
TOLUENE-4-MONOOXYGENASE-RXN	1.14.13.236
RXN-12367	2.4.2.43
RXN-10082	5.3.3.4
2.7.11.4-RXN	2.7.11.4
3.4.22.38-RXN	3.4.22.38
RXN-14969	5.3.1.3
RXN-9781	5.1.99.5
3.6.3.21-RXN	7.4.2.1
PREPHENATE-ASP-TRANSAMINE-RXN	2.6.1.78
HYDROXYLAMINE-REDUCTASE-NADH-RXN	1.7.1.10
UDP-GLUCURONOSYLTRANSFERASE-RXN	2.4.1.17
1.14.20.1-RXN	1.14.20.1
3.4.24.22-RXN	3.4.24.22
RXN-15724	2.8.3.1
RXN-8332	1.10.3.1
RXN-4505	1.14.14.93
RXN-19142	1.3.5.6
R216-RXN	4.2.1.114
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	1.1.1.2
RXN-17319	2.3.1.283
RXN-17975	1.3.98.4
1.2.1.2-RXN	1.17.1.9
RXNQT-4193	2.3.1.75
2.7.1.151-RXN	2.7.1.151
RXN-15605	2.4.1.329
RXN-14052	1.14.15.16
RXN-11045	1.7.3.1
RXN-12197	3.6.1.6
RXN-8299	1.14.19.35
RXN-8763	3.7.1.12
TEICHOICSYN2-RXN	2.4.1.187
RXN-21415	7.1.1.2
RXN-11812	2.7.8.32
RXN-21706	3.1.2.14
RXN-16786	1.14.14.175
3.1.1.69-RXN	3.5.1.89
RXN1G-324	2.3.1.293
RXN-14945	4.2.1.152
RXN-19740	3.8.1.5
RXN-11059	2.8.2.1
CHER-RXN	2.1.1.80
1.2.7.6-RXN	1.2.7.6
RXN-10062	2.3.1.86
3.4.21.91-RXN	3.4.21.91
ACETOLACTSYN-RXN	2.2.1.6
RXN-17341	1.14.12.18
RXN-18751	5.3.3.8
2.7.8.15-RXN	2.7.8.15
RXN-16113	4.2.1.134
RXN-13300	1.1.1.330
RXN-7186	2.7.1.140
RXN-16224	4.2.1.156
2.1.1.34-RXN	2.1.1.34
RXNI-2	2.8.3.5
RXN-10425	1.13.11.8
2.6.1.57-RXN	2.6.1.57
3.5.1.98-RXN	3.5.1.98
CARNITINE-O-OCTANOYLTRANSFERASE-RXN	2.3.1.137
2.4.1.129-RXN	2.4.1.129
RXN-14950	2.8.1.8
RXN-16389	6.2.1.3
RXN-13858	1.14.19.12
RXN-17733	2.7.8.2
RXN-8348	2.10.1.1
LACTOSE-SYNTHASE-RXN	2.4.1.22
RXN-13608	2.4.1.17
AMP-NUCLEOSID-RXN	3.2.2.4
RXN-12448	1.1.1.1
RXN-17139	1.11.1.16
AMACETOXID-RXN	1.4.3.21
RXN-13721	3.1.2.4
UDPMANNACADEHYDROG-RXN	1.1.1.336
2.3.1.179-RXN	2.3.1.179
6.1.1.24-RXN	6.1.1.24
RXN-13759	2.7.4.28
RXN-21376	2.3.1.65
NITRIC-OXIDE-REDUCTASE-RXN	1.7.2.5
RXN-11070	2.4.1.289
RXN-17018	2.3.1.15
RXN-21223	4.2.1.17
RXN0-4401	3.6.1.22
3.1.2.18-RXN	3.1.2.18
RXN-9800	2.3.1.65
RXN-1541	1.14.14.87
RXN-19757	3.2.1.55
KETOHEXOKINASE-RXN	2.7.1.3
RXN-9299	4.2.3.31
RXN-21266	3.2.2.23
URETHANASE-RXN	3.5.1.75
TAGATOSE-KINASE-RXN	2.7.1.101
RXN-19769	3.2.1.55
RXN-9502	1.14.14.117
RXN-8234	2.4.1.298
RXN-11428	3.4.19.16
RXN-21621	2.3.1.179
RXN-20515	3.1.4.54
PHENYLALANINE-N-ACETYLTRANSFERASE-RXN	2.3.1.53
RXN1G-218	2.3.1.293
RXN-13182	3.1.1.53
RXN-10606	2.4.1.17
OXALOACETATE-TAUTOMERASE-RXN	5.3.2.2
GMP-SYN-GLUT-RXN	6.3.5.2
RXN-16275	2.3.1.251
RXN-15035	3.1.1.5
TRANS-RXN-242B	7.3.2.6
RXN-19040	2.8.1.1
DIHYDROCOUMARIN-LIPASE-RXN	3.1.1.35
CHOLESTEROL-OXIDASE-RXN	1.1.3.6
RXN-14118	3.5.4.13
RXN-11599	2.1.1.188
RXN-11047	2.5.1.74
RXN0-6978	3.4.13.18
RXN66-351	5.3.3.1
L-GLUTAMATE-OXIDASE-RXN	1.4.3.11
RXN-18454	1.4.3.13
ADCLY-RXN	4.1.3.38
RXN-17872	2.3.1.259
RXN-18122	2.1.1.336
RXN-9957	1.14.13.69
RXN-12645	1.1.1.102
4.2.1.99-RXN	4.2.1.99
RXN-17665	1.14.18.3
RXN-14475	3.1.3.90
RXN-8648	4.2.3.22
RXN-16821	2.8.1.14
NITRITE-REDUCTASE-CYTOCHROME-RXN	1.7.2.1
RXN66-241	2.1.1.28
RXN-4881	4.2.3.28
ARACHIDONATE-15-LIPOXYGENASE-RXN	1.13.11.33
RXN-11145	3.4.23.50
2.1.1.17-RXN	2.1.1.17
RXN-15254	1.14.13.105
RXN-10128	1.14.13.7
RXN-18373	2.3.1.21
RXN-13764	4.2.3.138
HEXOKINASE-RXN	2.7.1.1
RXN0-6444	1.14.99.46
NAG6PDEACET-RXN	3.5.1.25
RXN-20642	1.14.11.66
RXN-8244	1.4.3.22
RXN-18887	4.2.3.182
RXN-11852	2.3.1.195
3.4.21.114-RXN	3.4.21.114
RXN-12345	4.2.1.151
RXN-16559	1.1.1.211
RXN-12834	4.2.3.99
RXN-14917	2.1.1.295
RXN-21659	2.3.1.179
MONOTERPENYL-PYROPHOSPHATASE-RXN	3.1.7.3
ENDOPOLYPHOSPHATASE-RXN	3.6.1.10
2.5.1.43-RXN	2.5.1.43
RXN-14270	2.4.2.7
RXN-20552	3.1.1.4
PYRUVATE-CARBOXYLASE-RXN	6.4.1.1
RXN66-357	1.14.15.4
RXN-11867	2.1.1.200
RXN-10078	1.14.13.1
RXN-16294	6.3.2.47
RXN-11680	1.14.19.47
RXN-20068	3.5.1.131
2.6.1.37-RXN	2.6.1.37
RXN-15647	2.7.1.185
RXN-19046	4.4.1.37
2.1.1.74-RXN	2.1.1.74
RXN-8206	2.3.1.171
RXN-8955	1.1.1.356
TRANS-RXN0-162	7.6.2.5
CITTRANS-RXN	2.8.3.10
RXN-14559	2.4.1.305
RXN-16734	2.7.1.190
RXN-12365	1.18.1.3
NICOTINE-DEHYDROGENASE-RXN	1.5.99.4
RXN-14225	1.2.1.3
RXN-20378	1.3.1.93
RXNQT-4366	3.1.1.1
RXN-10984	2.7.1.159
FERREDOXIN--NAD+-REDUCTASE-RXN	1.18.1.3
RXN3DJ-35528	2.3.1.87
3.4.22.1-RXN	3.4.22.1
RXN-12195	3.6.1.15
RXN66-10	1.3.1.72
3.1.11.2-RXN	3.1.11.2
RXN-8855	1.14.13.146
RXN-20386	2.3.1.199
RXN-12959	2.7.1.174
METHYLENETHFDEHYDROG-NADP-RXN	1.5.1.5
RXN-8852	3.1.3.85
RXN-8774	1.1.1.376
RXN-17634	3.5.1.124
RXN-13907	1.14.16.1
RXN-20381	4.2.1.134
2.4.1.146-RXN	2.4.1.146
RXN-16151	2.3.1.23
RXN-19399	2.4.1.312
RXN-12909	3.4.21.45
METHYLCROTONYL-COA-CARBOXYLASE-RXN	6.4.1.4
RXN-9845	5.1.99.4
RXN-11868	2.1.1.205
RXN-14047	4.2.1.3
RXN-18213	1.14.13.237
3.4.22.15-RXN	3.4.22.15
RXN-19629	1.8.4.2
RXN-19711	3.1.3.106
RXN-16135	4.2.1.17
RXN-16042	2.3.1.23
THYROXINE-DEIODINASE-RXN	1.21.99.4
RXN-11386	2.1.1.261
RXN-13990	4.1.3.42
RXN1G-1439	3.1.3.12
RXN-8672	1.4.3.19
4.4.1.25-RXN	4.4.1.25
RXN-18585	5.4.99.13
RXN-9914	1.14.13.1
2-NITROPROPANE-DIOXYGENASE-RXN	1.13.12.16
RXN-16226	1.8.3.7
RXN-14900	3.2.1.170
RXN-7972	1.1.1.287
1.3.99.17-RXN	1.3.99.17
RXN-14122	2.7.4.13
RXN-19397	2.7.1.183
GLYCEROL-DEHYDROGENASE-ACCEPTOR-RXN	1.1.99.22
SPERMIDINE-DEHYDROGENASE-RXN	1.5.99.6
RXN-6762	2.3.1.224
HISTIDINE-N-ACETYLTRANSFERASE-RXN	2.3.1.33
NANK-RXN	2.7.1.60
RXN-14794	4.2.1.119
MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN	3.2.1.122
3.1.4.36-RXN	3.1.4.43
CONIFERIN-BETA-GLUCOSIDASE-RXN	3.2.1.126
1.8.4.8-RXN	1.8.4.8
ADP-RIBOSYLARGININE-HYDROLASE-RXN	3.2.2.19
RXN-9484	1.1.1.352
2.7.1.121-RXN	2.7.1.121
RXN-20533	2.7.8.2
RXN-7855	1.21.3.8
RXN1G-2	3.5.1.103
RXN-18280	2.4.99.8
RXN-14468	2.1.1.281
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	4.2.1.59
RXN66-495	1.13.11.34
RXN-14310	1.3.3.13
RXN-3501	2.1.1.154
RXN-9565	1.3.1.105
3.4.21.111-RXN	3.4.21.111
GUANIDOACETATE-KINASE-RXN	2.7.3.1
RXN-18609	2.3.1.265
CYTIDYLATE-CYCLASE-RXN	4.6.1.6
RXN-13334	3.1.4.11
2.4.1.102-RXN	2.4.1.102
SUCCGLUALDDEHYD-RXN	1.2.1.71
RXN66-514	1.13.11.34
RXN-10003	2.7.7.81
RXN-7919	3.1.2.6
RXN-17103	3.1.7.11
RXN-13295	2.3.1.199
RXN-12718	3.7.1.17
CREATININE-DEAMINASE-RXN	3.5.4.21
RXN-15300	1.1.3.46
RXN-18422	1.17.98.2
3.5.1.29-RXN	3.5.1.29
TOLUENE-DIOL-DEHYDROGENASE-RXN	1.3.1.19
PEROXID-RXN	1.11.1.7
RXN-18442	2.5.1.136
RXN-10967	3.6.1.60
RXN-1623	2.3.1.51
RXN-18928	3.2.1.113
RXN-12838	4.2.3.102
PUTRESCINE-CARBAMOYLTRANSFERASE-RXN	2.1.3.6
3.1.13.2-RXN	3.1.13.2
ORNCARBAMTRANSFER-RXN	2.1.3.3
RXN-9233	2.1.1.222
RXN-10483	4.2.3.53
RXN-19933	4.6.1.18
3.4.17.15-RXN	3.4.17.15
RXN-11453	1.2.98.1
RXN-15037	1.1.98.5
RXN-15170	2.7.1.204
RXN-12362	2.3.1.84
RXN-1444	3.2.1.147
RXN-12730	2.1.1.14
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	2.4.2.28
CHALCONE-ISOMERASE-RXN	5.5.1.6
RXN-8818	1.13.11.74
RXN-14181	3.1.3.74
PHOSCHOL-RXN	3.1.4.4
RXN-18567	2.3.3.20
RXN-8046	4.2.3.24
RXN-15203	2.4.1.320
RXN-17402	1.3.1.114
3.4.21.6-RXN	3.4.21.6
3.4.24.70-RXN	3.4.24.70
RXN-9623	6.2.1.3
RXN-8635	1.11.1.7
RXN-19704	2.4.1.363
CATECHOL-2-3-DIOXYGENASE-RXN	1.13.11.2
HOMSUCTRAN-RXN	2.3.1.46
RXN-18303	2.8.2.11
RXN-17589	3.3.2.10
1.5.99.9-RXN	1.5.98.1
RXN-7852	2.3.1.206
RXN-15635	2.1.2.11
HEPARITIN-SULFOTRANSFERASE-RXN	2.8.2.8
RXN-18082	3.2.1.52
4.2.3.12-RXN	4.2.3.12
RXN-8094	1.2.3.1
RXN0-6575	4.3.99.3
R543-RXN	1.14.14.108
3.4.24.67-RXN	3.4.24.67
PROSTAGLANDIN-ENDOPEROXIDE-SYNTHASE-RXN	1.14.99.1
CHITIN-SYNTHASE-RXN	2.4.1.16
RXN-17608	3.5.1.4
3.4.22.55-RXN	3.4.22.55
LACTALDREDUCT-RXN	1.1.1.77
RXN-19145	2.3.2.5
RXN0-5073	3.6.1.73
1.1.1.264-RXN	1.1.1.264
RXN-16851	1.14.15.14
CDPREDUCT-RXN	1.17.4.1
RXN-14117	2.7.1.40
RXN-8583	1.2.1.28
2.4.1.27-RXN	2.4.1.27
RXN-18369	2.3.1.137
RXN-13856	1.13.11.73
RXN-11315	1.1.1.307
RXN-11902	1.3.7.7
RXN-17824	2.1.1.63
RXN-18608	2.3.1.265
RXN-17410	1.1.1.52
RXN-3761	1.14.14.88
MALATE-DEH-RXN	1.1.1.37
RXN0-986	1.14.11.33
RXN0-7014	2.3.1.280
GLYCOGEN-SYNTHASE-D-PHOSPHATASE-RXN	3.1.3.42
RXN-13623	6.2.1.47
RXN-15005	2.7.2.8
RXN-7741	1.3.7.12
RXN-17583	4.4.1.23
RXN0-3501	1.7.5.1
RXN-20652	2.1.1.357
RXN-8956	2.6.1.84
RXN-18407	2.5.1.18
RXN-10784	2.4.1.17
RXN-7775	1.14.11.9
RXN-18610	2.4.1.346
RXN-16138	3.1.1.4
3.2.1.109-RXN	3.2.1.109
RXN-14729	2.7.1.203
GCVP-RXN	1.4.4.2
RXN-9051	1.10.3.2
N-ACETYLLACTOSAMINE-SYNTHASE-RXN	2.4.1.90
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	3.1.3.37
RXN-11587	2.1.1.325
OROTATE-REDUCTASE-NADPH-RXN	1.3.1.15
3.4.21.39-RXN	3.4.21.39
2.4.1.68-RXN	2.4.1.68
RXN-9480	1.1.1.349
RXN-18052	2.3.1.111
RXN-12610	2.5.1.3
5-ACYLPHOSPHOADENOSINE-HYDROLASE-RXN	3.6.1.20
GALACTOACETYLTRAN-RXN	2.3.1.18
1.6.99.5-RXN	1.6.5.9
RXN-12141	3.3.2.10
3.4.17.17-RXN	3.4.17.17
RXN-10696	1.3.3.6
1.13.11.45-RXN	1.13.11.45
RXN-14938	3.1.3.94
RXN-8800	2.4.2.57
RXN-5109	4.2.3.106
RXN-17109	1.1.1.330
3.2.1.7-RXN	3.2.1.7
RXN-11621	1.14.14.127
RXN-16261	3.1.4.11
RXN-14671	1.13.11.83
QUINOPRIBOTRANS-RXN	2.4.2.19
RXN-12178	3.2.1.179
LACTALDDEHYDROG-RXN	1.2.1.22
1.14.13.68-RXN	1.14.14.37
RXNQT-4328	2.4.1.195
TECH2REDHAL-RXN	1.21.4.5
RXN-20788	3.5.1.108
RXN-13337	4.2.3.130
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	4.1.1.39
RXN-11962	2.5.1.88
RXN-12058	3.1.4.37
RXN-13993	3.5.4.38
RXN66-27	1.3.1.21
RXNQT-4309	1.14.14.42
RXN-8456	1.21.3.6
RXN-18419	1.17.98.2
RXN-21179	2.5.1.25
PROLINE-RACEMASE-RXN	5.1.1.4
RXN-12893	4.2.1.104
RXN-8087	6.3.2.32
1.8.4.9-RXN	1.8.4.9
RXN-14336	2.3.2.21
RXN-14333	1.13.11.82
RXN-11092	2.4.2.47
RXN-13147	2.4.1.301
RXN-12229	2.4.1.275
RXN-13195	2.1.1.256
2.4.99.4-RXN	2.4.99.4
RIBOSYLNICOTINAMIDE-KINASE-RXN	2.7.1.22
RXN-18502	4.2.1.172
RXN0-262	2.7.7.77
RXN-18996	2.4.1.353
RXN-9898	5.5.1.7
RXN-19610	2.5.1.18
CARBOXYPEPTIDASE-A-RXN	3.4.17.1
RXN-16650	2.4.1.129
RXN-13641	5.2.1.14
RXN-16152	2.3.1.23
RXN-14091	3.1.4.16
THIOL-OXIDASE-RXN	1.8.3.2
RXN-8434	5.4.99.40
3.1.3.16-RXN	3.1.3.16
RXN-21214	3.5.1.115
1.5.1.19-RXN	1.5.1.19
RXN3O-458	2.7.1.91
AIRS-RXN	6.3.3.1
RXN-8748	3.1.3.1
RXN-10381	4.2.1.80
R102-RXN	2.3.1.178
ALKYLMERCURY-LYASE-RXN	4.99.1.2
RXN0-6975	3.4.13.18
1.1.99.27-RXN	1.1.99.27
BENZYL-ALCOHOL-DEHYDROGENASE-RXN	1.1.1.90
LIPOXYGENASE-RXN	1.13.11.12
RXN-11192	3.1.1.84
RXN-17960	2.3.1.280
ENOYL-COA-DELTA-ISOM-RXN	5.3.3.8
TRANS-RXN0-207	7.2.2.8
RXN-9145	2.7.1.214
RXN-16190	3.4.11.7
