RXN-14277	2.3.1.16
RXN-9667	1.14.19.35
RXN-19329	1.5.1.3
ACETYL-COA-HYDROLASE-RXN	3.1.2.1
1.1.1.43-RXN	1.1.1.43
3.1.3.62-RXN	3.1.3.62
2.3.2.13-RXN	2.3.2.13
RXN-12498	5.4.99.43
RXN-13866	4.1.99.20
RXN0-5292	3.1.3.89
RXN0-1241	2.1.1.298
RXN-14194	1.3.1.8
RXN-15699	2.5.1.127
RXN-5143	4.2.3.52
RXN-7673	2.5.1.62
RXN-15901	5.4.1.4
RXN-14957	2.8.1.8
RXN-9235	2.1.1.201
O-AMINOPHENOL-OXIDASE-RXN	1.10.3.4
3.4.11.20-RXN	3.4.11.20
RXN-13909	1.5.1.34
RXN-6902	2.6.1.96
TRANS-L-3-HYDROXYPROLINE-DEHYDRATASE-RXN	4.2.1.77
GST-RXN	2.5.1.18
BENZOIN-ALDOLASE-RXN	4.1.2.38
RXN-14142	3.1.3.89
RXN-19089	1.14.99.59
PRODISULFREDUCT-RXN	1.8.4.2
RXN-9190	2.5.1.74
PCP4MONO-RXN	1.14.13.50
RXN-18742	6.2.1.64
RXN-10044	3.5.1.97
RXN-17768	1.1.1.402
RXN0-1342	2.4.99.17
3.4.23.41-RXN	3.4.23.41
RXN-9758	1.2.1.8
RXN-17701	3.2.1.199
RXN-10906	2.1.1.6
RXN-21446	6.2.1.3
NUCLEOSIDE-TRIPHOSPHATASE-RXN	3.6.1.15
2.3.1.67-RXN	2.3.1.67
2.7.1.109-RXN	2.7.11.31
RXN-8820	1.14.12.24
RXN-20177	1.14.11.63
RXN-15138	3.8.1.2
RXN-14944	4.2.1.152
4.2.2.21-RXN	4.2.2.21
RXN-8777	4.2.1.141
RXN-12489	1.14.14.54
RXN-12203	2.7.9.4
RXN66-25	5.3.3.5
RXN-10629	1.1.1.326
RXN-8322	1.14.19.22
RXN0-5306	5.1.3.32
RXN-7743	2.3.1.182
RXN-21560	2.8.1.7
RXN-8320	1.14.19.22
PYRIDOXAL-4-DEHYDROGENASE-RXN	1.1.1.107
RXN-21652	1.3.1.9
RXN-17229	1.1.3.5
RXN-12653	1.14.19.8
SALICYLATE-1-MONOOXYGENASE-RXN	1.14.13.1
DIGLUCODIACETYL-DOCOSANOATE-LYSIS-RXN	3.1.1.6
RXN-12407	2.6.1.110
RXN-8683	1.23.1.3
RXN-7784	1.1.1.219
RXN-21597	2.1.1.372
RXN66-354	5.3.3.1
RXN-14978	1.14.14.121
3.4.23.1-RXN	3.4.23.1
RXN-18973	3.1.7.12
RXN-18497	2.5.1.139
RXN-9461	2.4.2.39
RXN-11501	3.2.1.22
RXN-10637	4.2.3.84
RXNQT-4322	4.4.1.13
DXPREDISOM-RXN	1.1.1.267
2.5.1.63-RXN	2.5.1.63
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	4.1.1.105
RXN-19192	6.2.1.2
RXN-2221	1.14.13.237
RXN0-5125	2.4.1.73
HYOSCYAMINE-6-DIOXYGENASE-RXN	1.14.11.11
FARNESOL-DEHYDROGENASE-RXN	1.1.1.216
SPERMACTRAN-RXN	2.3.1.57
1.1.1.178-RXN	1.1.1.178
MALIC-NADP-RXN	1.1.1.40
3.5.1.91-RXN	3.5.1.91
2.4.1.126-RXN	2.4.1.126
RXN-14539	2.1.1.290
RXNQT-4323	4.4.1.13
RXN-18212	4.4.1.13
RXN-19042	2.5.1.143
RXN-11381	4.1.2.54
RXN-7601	2.1.1.160
RXN-21771	1.1.1.35
CDPDIGLYPYPHOSPHA-RXN	3.6.1.26
RXN-10669	2.1.1.210
RXN-14544	2.4.1.302
2-ISOPROPYLMALATESYN-RXN	2.3.3.13
RXN1G-582	2.3.1.294
RXN-21680	2.3.1.179
RXN-9104	2.4.2.24
RXN-9770	1.14.13.111
L-ARABINITOL-4-DEHYDROGENASE-RXN	1.1.1.12
RXN-14314	2.1.1.272
RXN-14826	2.1.1.292
RXN-18484	3.5.1.127
RXN-13890	3.1.1.6
RXN-18643	1.1.1.413
RXN-11740	1.14.13.209
RXN-6382	1.2.1.8
RXN-646	3.5.1.107
--LIMONENE-3-MONOOXYGENASE-RXN	1.14.14.99
CINNAMATE-GLUCOSYLTRANSFERASE-RXN	2.4.1.177
RXN-13127	2.6.1.94
RXN-11210	3.5.1.6
RXN-10617	2.4.1.17
1.14.13.69-RXN	1.14.13.69
RXN-16165	6.1.1.10
RXN-14378	2.4.1.242
GLUTACONATE-COA-TRANSFERASE-RXN	2.8.3.12
RXN-7820	2.5.1.136
RXN-8961	4.1.3.24
S-CARBOXYMETHYLCYSTEINE-SYNTHASE-RXN	4.5.1.5
1.1.3.34-RXN	1.14.19.66
RXN-12687	1.1.1.393
PGLYCDEHYDROG-RXN	1.1.1.95
3.4.16.5-RXN	3.4.16.5
RXN-9669	1.14.19.22
RXN-19574	3.4.19.13
TRANS-RXN-153A	2.7.1.199
RXN-9946	3.2.1.147
RXN-11770	1.14.14.128
3.2.1.10-RXN	3.2.1.10
3.1.26.8-RXN	3.1.26.8
ALKAPHOSPHA-RXN	3.1.3.1
S-6-HYDROXYNICOTINE-OXIDASE-RXN	1.5.3.5
SORB6PDEHYDROG-RXN	1.1.1.140
RXN-6722	2.1.1.273
PROTEIN-ARGININE-DEIMINASE-RXN	3.5.3.15
3.3.2.5-RXN	3.3.2.2
RXN-21636	4.2.1.59
AMINOPROPDEHYDROG-RXN	1.1.1.75
RXN-8762	2.1.1.271
RXN-14347	1.1.1.371
3.2.1.161-RXN	3.2.1.161
BETA-DIKETONE-HYDROLASE-RXN	3.7.1.7
FRUCTOKINASE-RXN	2.7.1.4
ACYLACPSYNTH-RXN	6.2.1.20
RXN-2902	1.2.1.18
RXN-21724	2.3.1.86
2.7.7.30-RXN	2.7.7.30
RXN-14941	4.2.1.152
RXN-3624	2.1.1.212
RXN-18531	6.2.1.49
RXN-21664	2.3.1.179
RXN-18553	6.1.3.1
RXN-16033	1.1.1.159
RXN-21496	1.1.1.64
RXN-10137	1.13.11.37
6.3.2.26-RXN	6.3.2.26
ATP-ADENYLYLTRANSFERASE-RXN	2.7.7.53
RXN-20377	4.2.1.134
TETHYDPICSUCC-RXN	2.3.1.117
PHENYLPYRUVATE-TAUTOMERASE-RXN	5.3.2.1
RXN-15589	2.8.2.1
2.6.1.14-RXN	2.6.1.14
RXN-7931	5.3.3.8
RXN-18551	2.3.3.20
RXN-8147	1.14.11.31
RXN-14341	3.4.21.121
RXN-10043	3.5.1.97
RXN-18159	1.14.14.45
RXN-21286	2.5.1.62
2.1.2.8-RXN	2.1.2.8
RXN-21768	2.3.1.16
RXN-1725	1.14.19.43
3.1.26.11-RXN	3.1.26.11
R17-RXN	1.8.5.4
IODIDE-PEROXIDASE-RXN	1.11.1.8
RXN-18459	1.14.13.240
RXN-14137	1.7.1.14
RXN-18390	1.14.13.236
RXN-20714	6.3.2.34
RXN-21661	4.2.1.59
RXN-21317	2.7.1.100
RXN-14398	1.3.1.101
NADH-PEROXIDASE-RXN	1.11.1.1
RXN-14853	2.4.1.326
RXN-13043	1.14.14.155
RXN-16401	6.2.1.3
3.4.21.99-RXN	3.4.21.99
ISOPIPERITENOL-DEHYDROGENASE-RXN	1.1.1.223
RXN-14851	2.4.1.327
FUCOKINASE-RXN	2.7.1.52
RXN-15208	2.3.1.136
RXN-9635	1.3.1.9
2.4.1.40-RXN	2.4.1.40
RXN-11329	1.11.1.18
ENOYL-COA-HYDRAT-RXN	4.2.1.17
RXN-13803	2.3.1.198
RXN-14162	1.14.13.29
ALCOHOL-OXIDASE-RXN	1.1.3.13
GEISSOSCHIZINE-DEHYDROGENASE-RXN	1.3.1.36
RXN0-5124	2.4.1.44
RXN-11565	1.5.1.43
RXN0-5144	2.1.1.61
RXN-12472	2.1.1.217
RXN-21668	1.3.1.10
HOMOCYSMET-RXN	2.1.1.14
RXN-15224	2.4.1.166
RXN-11048	3.2.2.28
RXN-11552	5.4.99.30
RXN-9356	2.3.1.75
RXN-13770	4.2.3.140
ETHYL-RXN	1.14.17.4
S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN	3.5.4.28
RXN-8316	1.14.19.23
RXN-17493	3.1.3.62
TAURINE-AMINOTRANSFERASE-RXN	2.6.1.77
RXN-10614	2.8.2.1
RXN-14541	1.14.11.40
D-LYSINE-56-AMINOMUTASE-RXN	5.4.3.3
R161-RXN	1.5.99.4
RXN-11277	3.1.3.81
RXN-9386	6.1.1.24
RXN-21090	2.7.8.28
RXN-19732	3.4.19.13
RXN-11290	3.5.1.104
3.1.1.72-RXN	3.1.1.72
RXN-12086	3.1.1.3
STERYL-SULFATASE-RXN	3.1.6.2
RXN-14554	2.3.1.225
RXN-14521	3.1.3.34
2.7.7.46-RXN	2.7.7.46
RXN-13812	1.1.1.415
RXN-13740	1.1.3.5
RXN-12373	2.1.1.213
RXN-18281	2.4.99.8
RXN-11461	4.2.2.9
RXN-7716	1.8.1.4
RXN0-746	1.1.98.6
RXN-19600	2.5.1.18
RXN-15085	2.7.1.207
D-THREO-ALDOSE-1-DEHYDROGENASE-RXN	1.1.1.122
RXN-7971	1.1.1.287
RXN-18510	2.7.1.26
RXN-17529	1.1.1.397
RXN-18672	2.3.1.84
RXN-10023	2.3.1.184
RXN-15143	2.7.1.199
RXN-15688	2.3.1.236
RXN1G-1438	3.1.3.12
RXN0-2605	3.1.11.5
RXN-9700	2.3.1.115
RXN-4735	2.4.1.215
RXN-12723	4.2.1.131
1.14.13.70-RXN	1.14.14.154
RXN-4606	2.8.2.24
RXN-14394	2.3.1.16
RXN-18602	2.5.1.48
SPHINGOMYELIN-PHOSPHODIESTERASE-D-RXN	3.1.4.41
RXN-7929	4.1.3.34
RXN-11769	4.1.3.14
RXN-16775	1.6.3.5
RXN-15307	6.2.1.43
2.7.11.16-RXN	2.7.11.16
RXN1G-202	2.3.1.294
1.1.1.83-RXN	1.1.1.83
RXN-17387	1.1.1.393
GLYCINE-AMIDINOTRANSFERASE-RXN	2.1.4.1
3.1.6.18-RXN	3.1.6.18
MYRPALMTRAN-RXN	2.3.1.243
4.1.2.42-RXN	4.1.2.42
ACETOLACTREDUCTOISOM-RXN	1.1.1.86
RXN-9733	3.1.1.92
RXN-13741	1.1.3.5
RXN-1961	6.3.4.19
RXN-17797	4.2.1.17
RXN-21287	1.14.13.122
RXN-743	2.4.1.85
INOPHOSPHOR-RXN	2.4.2.1
ORNITHINE-RACEMASE-RXN	5.1.1.12
RXN-11332	1.1.2.7
RXN-13756	2.7.4.27
RXN-10661	1.3.1.9
RXN-11615	4.2.2.21
RETINYL-PALMITATE-ESTERASE-RXN	3.1.1.1
RXN-4883	4.2.3.35
RXN-14139	3.6.1.9
RXN-12321	2.5.1.96
ATP-PYROPHOSPHATASE-RXN	3.6.1.8
RXNQT-4363	2.5.1.18
UDP-NACMURALGLDAPLIG-RXN	6.3.2.13
PREPHENATE-TRANSAMINE-RXN	2.6.1.79
GLURS-RXN	6.1.1.17
RXN-18278	2.4.1.62
RXN-10756	3.5.1.99
RXN-12384	3.2.1.2
RXN-14801	4.2.1.119
RXN-6267	1.14.11.21
RXN-3341	1.1.1.343
RXN-17548	1.14.15.23
HADTHAUERA-RXN	1.1.1.368
RXN-9494	4.2.1.143
2.7.8.27-RXN	2.7.8.27
RXN-20787	2.3.1.191
TRANS-RXN0-503	7.5.2.1
RXN-13822	2.4.1.91
RXN-21343	1.1.1.395
RXN-17676	1.1.1.234
2.4.1.224-RXN	2.4.1.224
RXN-19150	5.5.1.19
RXN-9048	1.10.3.2
3.4.21.21-RXN	3.4.21.21
3.4.13.22-RXN	3.4.13.22
GLUTAMINE--TRNA-LIGASE-RXN	6.1.1.18
RXN-16418	6.2.1.3
RXN-13197	2.7.1.151
2.5.1.65-RXN	2.5.1.65
RXN-11003	1.14.14.94
RXN-10971	2.7.4.21
PHOSPHATIDYLCHOLINE-DESATURASE-RXN	1.14.19.22
RXN-20527	2.7.1.68
RXN-12069	1.14.15.16
RXN-14111	3.2.1.167
2.4.1.244-RXN	2.4.1.244
RXN-12801	2.1.1.238
RXN-8835	5.4.4.1
RXN-19296	2.7.8.26
MALONYL-COA-DECARBOXYLASE-RXN	4.1.1.9
RXN-18600	1.1.1.408
RXN-18222	3.2.1.147
RXN-15181	2.7.1.196
RXN-9931	2.3.1.233
RXN-8608	4.2.3.73
RXN-14250	1.14.18.5
RXN-8415	4.2.3.104
RXN-11297	2.3.2.18
RXN-7904	6.2.1.3
ISOLEUCINE--TRNA-LIGASE-RXN	6.1.1.5
2.7.11.19-RXN	2.7.11.19
RXN-16050	1.14.19.42
RXN-20504	3.5.1.23
RXN-10620	1.21.98.1
RXN3O-75	1.14.99.60
RXN0-6727	4.2.1.136
RXN3DJ-170	4.1.1.28
GLUTAMINE-N-ACYLTRANSFERASE-RXN	2.3.1.68
HOMOACONITATE-HYDRATASE-RXN	4.2.1.36
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	5.4.99.12
1.2.1.27-RXN	1.2.1.27
RXN-12406	4.2.1.164
RXN-18541	6.2.1.57
RXN-11691	4.4.1.24
4.1.1.77-RXN	4.1.1.77
DHDOGALDOL-RXN	4.1.2.51
RXN-18006	2.7.8.45
2.4.1.115-RXN	2.4.1.115
RIBULP3EPIM-RXN	5.1.3.1
GLU6PDEHYDROG-RXN	1.1.1.49
RXN-9989	3.1.3.29
RXN-17728	1.1.1.101
RXN-13404	2.1.1.156
3.2.1.70-RXN	3.2.1.70
1.1.1.288-RXN	1.1.1.288
RXN-12611	2.5.1.3
RXN-15094	2.7.1.206
3.4.22.65-RXN	3.4.22.65
3.4.22.61-RXN	3.4.22.61
RXN66-146	1.14.14.1
RXN-19328	3.3.2.9
RXN-16797	1.14.12.24
RXN-17590	1.8.1.5
RXN-7241	3.1.3.26
RXN-9456	5.5.1.15
RXN-15204	2.4.1.321
RXN-16279	2.7.1.188
RXN-6702	1.8.1.16
SARCOSINE-DEHYDROGENASE-RXN	1.5.8.3
RXN-16473	2.3.1.249
2.5.1.67-RXN	2.5.1.67
3.2.1.151-RXN	3.2.1.151
RXN-12689	1.1.1.392
CEPHALOSPORIN-C-DEACETYLASE-RXN	3.1.1.41
RXN-12446	1.5.1.36
3.4.22.33-RXN	3.4.22.33
MMUM-RXN	2.1.1.10
RXN-9926	1.1.3.41
RXN1F-168	1.14.11.12
RXN-19242	4.1.99.3
RXN-8351	2.8.1.9
RXN-21220	3.4.22.40
RXN-17641	1.1.5.11
RXN-14970	1.3.5.4
RXN-13805	2.3.1.15
1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN	2.7.1.137
RXN-8318	1.14.19.43
R8-RXN	2.8.3.8
RXN-16099	1.14.19.4
PHOSPHOGLUCMUT-RXN	5.4.2.2
RXN-20547	3.1.4.39
1.8.4.12-RXN	1.8.4.12
RXN-20579	1.13.11.34
TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN	1.3.1.44
RXN-9634	4.2.1.59
RXN-8134	3.2.1.147
RXN-12613	3.5.99.2
2.7.1.90-RXN	2.7.1.90
RXN-13150	1.14.13.44
RXN-16404	1.2.1.84
ALCOHOL-SULFOTRANSFERASE-RXN	2.8.2.2
RXN-17873	3.4.11.18
RXN-19005	2.4.2.38
RXN-14824	1.14.13.180
HOLOCYTOCHROME-C-SYNTHASE-RXN	4.4.1.17
RXN-16703	1.3.99.37
RXN-17735	3.1.1.4
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN	3.1.3.64
RXN-14843	2.8.2.36
HIPPURATE-HYDROLASE-RXN	3.5.1.32
5.1.99.4-RXN	5.1.99.4
RXN-12983	4.2.3.112
RXN-16063	3.1.2.2
RXN-20396	2.3.1.50
RXN-17351	1.10.3.2
RETICULINE-OXIDASE-RXN	1.21.3.3
RXN-18238	2.4.1.69
RXN-20732	3.1.8.1
CYTOCHROME-C3-HYDROGENASE-RXN	1.12.2.1
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	4.1.1.98
3.4.22.32-RXN	3.4.22.32
GLYCOPHOSPHORYL-RXN	2.4.1.1
RXN-21601	2.7.7.77
TESTOSTERONE-17-BETA-DEHYDROGENASE-RXN	1.1.1.239
RXN-13370	1.13.11.64
RXN-10638	2.7.8.29
RXN-1302	1.1.1.311
RXN-18660	2.7.1.221
3.2.1.11-RXN	3.2.1.11
THIOSULFATE-DEHYDROGENASE-RXN	1.8.2.2
RXN-14728	3.5.1.4
SUPEROX-DISMUT-RXN	1.15.1.1
RXN-16048	1.14.19.42
LICODIONE-2-O-METHYLTRANSFERASE-RXN	2.1.1.65
RXN-21763	6.2.1.2
3.4.24.34-RXN	3.4.24.34
3.4.23.18-RXN	3.4.23.18
RXN-14561	2.4.1.122
RXN-12625	3.2.1.52
RXN4FS-13	2.7.7.69
FRUCTOSE-5-DEHYDROGENASE-RXN	1.1.99.11
RXN-17395	1.1.1.393
RXN-17010	2.3.1.51
3.4.22.31-RXN	3.4.22.31
3.6.3.35-RXN	7.2.2.5
RXN-11058	2.8.2.1
1.1.1.232-RXN	1.1.1.232
RXN-13459	5.3.2.6
TAUROPINE-DEHYDROGENASE-RXN	1.5.1.23
CYTDEAM-RXN	3.5.4.1
2.5.1.25-RXN	2.5.1.25
RXN-16654	1.2.1.3
5.1.1.15-RXN	5.1.1.15
RXN-10245	5.3.2.6
FMNREDUCT-RXN	1.5.1.39
RXN66-28	1.3.1.72
RXN-18076	1.14.99.54
ABC-37-RXN	7.4.2.1
RXN-9475	4.1.99.16
RXN0-6367	1.5.1.50
RXN-12769	4.3.1.30
RXN-15851	1.1.3.47
1.2.2.3-RXN	1.17.2.3
RXN-17444	2.1.1.333
RXN-9657	1.3.1.9
RXN-8350	1.14.19.30
RXN-9397	1.1.1.275
2.6.1.30-RXN	2.6.1.30
RXN-12918	1.14.15.35
RXN-9360	2.5.1.74
RXN-7693	1.1.1.1
RXN1G-349	1.1.1.100
3.4.15.5-RXN	3.4.15.5
RXN-9736	2.1.1.269
RXN1G01-46	5.1.1.10
RXN-13588	2.1.1.259
RXN-8553	4.2.3.71
RXN-20380	1.1.1.330
RXN-9408	1.14.13.107
PENTALENENE-SYNTHASE-RXN	4.2.3.7
RXN-8366	1.14.19.35
3.4.24.58-RXN	3.4.24.58
RXN-6723	2.1.1.274
RXN-15112	1.14.19.5
RXN-12103	5.4.99.36
ACETYL-COA-CARBOXYLASE-PHOSPHATASE-RXN	3.1.3.44
RXN-21431	1.3.99.4
RXN-17980	1.14.13.233
RXN-19932	4.6.1.18
FPPSYN-RXN	2.5.1.10
RXN-19618	1.7.2.3
RXN-11592	2.1.1.177
ERYTHRULOSE-REDUCTASE-RXN	1.1.1.403
3.4.22.56-RXN	3.4.22.56
3.1.1.47-RXN	3.1.1.47
2.1.1.77-RXN	2.1.1.77
RXN-19339	2.5.1.17
34-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN	4.1.1.69
2.1.1.71-RXN	2.1.1.71
RXN-12698	2.4.1.35
RXN-12382	2.1.1.215
RXN-21432	3.2.1.52
LAUROYLACYLTRAN-RXN	2.3.1.241
LEUCPEL-RXN	1.14.20.4
RXN-18589	4.1.1.104
RXN-14448	2.4.1.300
2.1.1.110-RXN	2.1.1.110
SELENOCYSTEINE-LYASE-RXN	4.4.1.16
AKPTHIOL-RXN	2.3.1.263
RXN-19193	6.2.1.2
RXN-11789	2.4.1.251
RXN-8441	3.2.2.3
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	1.1.1.61
2.3.1.101-RXN	2.3.1.101
RR-BUTANEDIOL-DEHYDROGENASE-RXN	1.1.1.4
RXN-18415	1.17.98.2
RXN-17534	2.1.1.328
RXN-13748	1.1.1.354
RXN-14540	2.3.1.231
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	1.3.5.1
GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN	3.1.4.50
RXN0-5224	4.2.1.1
RXN-18167	1.21.98.2
RXN-10824	1.13.11.72
RXN-14832	2.1.1.292
RXN-8473	2.4.1.271
BA7DEHYDRA-RXN	4.2.1.106
RXN0-6731	2.1.1.242
RXN-12480	2.1.1.223
RXN-9775	2.1.3.10
RXN-17441	2.1.1.333
3.2.1.58-RXN	3.2.1.58
RXN-8053	1.3.1.92
N-ACETYLGLUCOSAMINE-DEACETYLASE-RXN	3.5.1.33
ADENOSYLHOMOCYSTEINASE-RXN	3.3.1.1
RXN-18308	2.4.1.275
ARGDECARBOX-RXN	4.1.1.19
RXN-12576	3.1.1.90
RXN-16938	3.5.1.28
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	1.14.11.4
AZOBENZENE-REDUCTASE-RXN	1.7.1.6
1.13.11.25-RXN	1.13.11.25
RXN-14415	1.14.19.71
RXN-14403	2.7.8.39
RXN-21669	2.3.1.179
RXN-12414	1.3.99.31
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	2.3.1.51
3.4.21.75-RXN	3.4.21.75
RXN-21049	3.2.1.164
GALACTURONOKINASE-RXN	2.7.1.44
RXN-11375	3.5.1.23
BETA-GLUCOSIDE-KINASE-RXN	2.7.1.85
RXN0-6710	3.1.4.55
1.6.5.6-RXN	1.6.5.6
1.8.1.5-RXN	1.8.1.5
RXN-17411	1.1.1.391
4.4.1.19-RXN	4.4.1.19
NAPHTHOATE-SYN-RXN	4.1.3.36
RXN-18014	6.2.1.54
RXN-15295	1.3.4.1
CHOLINE-O-ACETYLTRANSFERASE-RXN	2.3.1.6
RXN-9909	1.1.1.90
RXN-12619	3.4.23.52
RXN-15002	6.3.2.43
N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN	5.1.3.8
RXNQT-4338	1.14.13.237
RXN-11046	2.1.1.163
RXN-16558	4.2.1.17
MYO-INOSITOL-2-DEHYDROGENASE-RXN	1.1.1.18
RXN-13297	2.3.1.199
RXN-18165	1.14.14.43
RXN-11877	2.7.7.74
RXN-12304	2.7.1.216
ETHANOLAMINE-PHOSPHATE-PHOSPHO-LYASE-RXN	4.2.3.2
3.2.1.61-RXN	3.2.1.61
1.1.1.34-RXN	1.1.1.34
RXN-10048	3.1.1.81
R346-RXN	3.5.1.90
CORTISONE-ALPHA-REDUCTASE-RXN	1.3.1.22
RXN-17326	2.3.1.288
ALLYSINE-DEHYDROG-RXN	1.2.1.31
RXN-12129	1.7.5.2
2.1.1.131-RXN	2.1.1.131
RXN-13142	5.1.99.6
RXN-19054	1.14.14.73
RXN-8422	4.2.3.47
PROTEIN-TYROSINE-PHOSPHATASE-RXN	3.1.3.48
RXN-21274	7.1.1.2
RXN-13439	6.3.2.29
MYRISTOYLACYLTRAN-RXN	2.3.1.243
RXN-13569	5.4.3.9
3.4.24.13-RXN	3.4.24.13
3.4.21.117-RXN	3.4.21.117
RXN-14744	1.14.14.14
RXN-12303	1.6.5.2
1.17.99.3-RXN	1.17.99.3
25-DIOXOVALERATE-DEHYDROGENASE-RXN	1.2.1.26
1.1.1.291-RXN	1.1.1.291
RXN-5002	2.4.1.236
RXN-21622	1.1.1.100
3.4.22.14-RXN	3.4.22.14
2.1.1.79-RXN	2.1.1.79
RXN-6383	4.2.1.116
RXN-17377	2.7.7.91
RXN0-2361	6.3.2.45
RXN-14791	4.2.1.119
RXN-16061	1.1.1.383
RXN-11026	1.3.3.6
RXN-12499	5.4.99.42
RXN-8289	2.4.1.239
RXN-18539	6.2.1.51
3.4.24.68-RXN	3.4.24.68
RXN-14771	1.3.3.6
RXN-15677	2.3.1.235
RXN-15947	6.3.4.24
RXN-11333	1.1.2.8
RXN-11513	1.14.13.178
RXN-21228	2.3.3.16
RXN-12686	3.1.1.14
RXN-20383	2.3.1.199
2.1.1.38-RXN	2.1.1.38
R162-RXN	1.5.99.14
RXN-9240	2.1.1.222
3.4.24.42-RXN	3.4.24.42
RXN-707	1.3.1.21
RXN-14286	2.4.1.1
RXN-11889	2.4.1.255
RXN-18421	1.17.98.2
3.2.1.149-RXN	3.2.1.149
RXN-17175	1.14.13.218
RXN-20572	1.13.11.31
2.4.1.54-RXN	2.4.1.54
RXN-6687	2.1.1.241
4.1.1.76-RXN	4.1.1.76
2.8.3.9-RXN	2.8.3.9
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	3.1.2.4
3.4.21.55-RXN	3.4.21.55
CHOLINE-KINASE-RXN	2.7.1.32
RXN-18796	2.8.5.2
RXN-10001	3.6.1.57
RXN-8939	4.2.3.77
RXN-20165	3.1.6.1
RXN-9662	1.3.1.9
GSDEADENYLATION-RXN	2.7.7.89
PHYTANATE--COA-LIGASE-RXN	6.2.1.24
L-LYSINE-OXIDASE-RXN	1.4.3.14
RXN-21615	4.2.1.59
RXN66-162	2.4.1.17
ABC-4-RXN	7.4.2.1
RXN-1828	2.4.1.25
RXN-12722	4.2.1.131
RXN-11354	5.2.1.12
RXN-9390	1.14.13.105
RXN-15038	1.5.7.2
OXAMATE-CARBAMOYLTRANSFERASE-RXN	2.1.3.5
UNDECAPRENOL-KINASE-RXN	2.7.1.66
3.4.21.1-RXN	3.4.21.1
3.2.1.92-RXN	3.2.1.92
2.4.1.100-RXN	2.4.1.100
MANNITOL-2-DEHYDROGENASE-RXN	1.1.1.67
RXN-11148	3.4.22.71
RXN6666-9	2.8.2.1
RXN-8638	7.6.2.9
RXN-14486	1.3.1.93
RXN-12399	3.2.1.23
RXN-9915	5.4.99.34
2.7.11.2-RXN	2.7.11.2
ABC-3-RXN	7.4.2.1
ADENOSINE-KINASE-RXN	2.7.1.20
RIBOPHOSPHAT-RXN	3.1.3.104
3.4.23.19-RXN	3.4.23.19
RXN-7854	1.21.3.7
4.2.1.107-RXN	4.2.1.107
RXN-15313	4.1.3.3
CYSTAUR-RXN	4.1.1.29
RXN-10085	2.8.3.6
3.4.22.51-RXN	3.4.22.51
RXN-16429	2.1.1.318
RXN-16847	1.14.15.14
RXN-11929	1.1.1.270
1.1.1.51-RXN	1.1.1.51
UDP-NACMUR-ALA-LIG-RXN	6.3.2.8
RXN-13075	2.4.1.282
RXN-14833	2.1.1.292
TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN	4.1.2.32
RXN-11601	2.1.1.190
RXN-12093	6.3.4.20
THIAMIN-PYROPHOSPHOKINASE-RXN	2.7.6.2
RXN-14923	1.13.11.77
RXN-21416	3.5.1.62
RXN0-3962	1.2.1.4
RXN-13214	4.1.1.95
RXN-13280	2.4.99.19
3.4.21.2-RXN	3.4.21.2
RXN-14571	2.7.8.40
O-SUCCINYLBENZOATE-COA-LIG-RXN	6.2.1.26
RXN-21607	1.2.7.5
RXN-18936	3.3.2.9
GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	1.2.1.20
POLYPHOSPHATE-KINASE-RXN	2.7.4.1
RXN0-6732	2.7.8.37
RXN-16155	4.2.1.134
RXN-8845	3.5.99.11
4.1.1.80-RXN	4.1.1.80
1.1.1.261-RXN	1.1.1.261
3.4.14.9-RXN	3.4.14.9
1.14.13.84-RXN	1.14.13.84
RXN-9457	5.5.1.16
RXN-13402	1.21.1.1
RXN-15099	1.14.15.33
RXN-19235	4.2.3.195
RXN-19245	4.1.99.3
RXN-9361	2.1.1.163
GSADENYLATION-RXN	2.7.7.42
RXN-10031	2.2.1.10
LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN	1.3.8.8
STEROID-17-ALPHA-MONOOXYGENASE-RXN	1.14.14.19
RXN-13734	2.3.1.198
RXN-13187	1.14.14.36
L-XYLOSE-1-DEHYDROGENASE-RXN	1.1.1.113
RXN0-4581	2.7.8.42
2.1.1.125-RXN	2.1.1.321
RXN-15118	2.4.1.315
RXN-19605	7.6.2.3
RXN-11714	2.5.1.94
RXN-1321	1.13.11.12
RXN-12186	1.14.14.130
